Date,Description,Amount,Type,Label
09-04-2025,UPI/paytm-83568955@/Payment from Ph/YES BANK LIMITE/547910177848/AXL1fcc15f 8946848bdab2f2068b641c5c7 ,360.0,DR,Expense
09-04-2025,UPI/Q406479379@ybl/Payment from Ph/YES BANK LIMITE/297772437726/YBLdaedb6 0f14a540f6820c0473811a725b/ ,20.0,DR,Expense
09-04-2025,UPI/paytmqr66ood6@p/Payment from Ph/YES BANK LIMITE/597615962111/YBLa70e70 82fa474d92949e084fd143a151 ,16.0,DR,Expense
08-04-2025,UPI/upiswiggy@icici/Payment from Ph/ICICI Bank LTD /945056206900/AXLaef8df92ce894 305bb8240806f9b0ecc ,181.0,DR,Expense
07-04-2025,UPI/paytm-55602877@/Payment from Ph/YES BANK LIMITE/265334542683/AXL0b5597 ae13a849e6a1cfffcf322442c1 ,322.23,DR,Expense
07-04-2025,UPI/paytmqr5ddunm@p/Payment from Ph/YES BANK LIMITE/980984218405/AXL1e0ce7 60f2334817934ca549672f25d7 ,224.0,DR,Expense
07-04-2025,UPI/Q977934693@ybl/Payment from Ph/YES BANK LIMITE/285025277551/YBLbd68c3 434fb04f99b88a5b08cd206055/ ,1210.0,DR,Expense
07-04-2025,UPI/8125917595@axl/Payment from Ph/State Bank Of I/016389848933/AXLd37e3e314c3 24287af8845811fe0c82a/ ,200.0,DR,Expense
07-04-2025,UPI/Q943189104@ybl/Payment from Ph/YES BANK LIMITE/330121110811/YBL704d7a e4eef2461d9253c14105992051/ ,310.0,DR,Expense
07-04-2025,UPI/paytm.s1arev4@p/Payment from Ph/YES BANK PTY/367347187566/AXL04797197 80f340ae98f97229d71a772b/ ,165.0,DR,Expense
07-04-2025,UPI/paytmqr5bjhe0@p/Payment from Ph/YES BANK LIMITE/139741057582/AXL53dfcae 4568244d3aab2fa110bbc195e ,135.0,DR,Expense
07-04-2025,UPI/paytmqr633qy1@p/Payment from Ph/YES BANK LIMITE/172710902026/AXL9ae8b1 ea4f644722a62c55cf9526bf71 ,151.0,DR,Expense
07-04-2025,UPI/farhankhan78936/Payment from Ph/State Bank Of I/568063347592/AXL5687d8d031bf 47dfbe3b0c49ff4ced84 ,200.0,DR,Expense
07-04-2025,UPI/paytm-76881028@/Payment from Ph/YES BANK LIMITE/442254184303/AXL4d70ad 4fb5024d139861a98f4ccc7479 ,37.0,DR,Expense
07-04-2025,UPI/swiggyupi@axb/Pay for Intent/AXIS BANK/931576484052/AXB88c6e6b 04f574b5cba0e8a13c2d330dc/ ,207.0,DR,Expense
06-04-2025,UPI/swiggygenie@axb/Pay for Intent/AXIS BANK/741914572299/AXBb5d547f 78ca241c5b395be45858428b2/ ,86.0,DR,Expense
05-04-2025,UPI/swiggyupi@axb/Pay for Intent/AXIS BANK/536737207491/AXB82c76f8 b4ae84bfc93ce94c1fcf8df7f/ ,264.0,DR,Expense
05-04-2025,UPI/upiswiggy@icici/Payment from Ph/ICICI Bank LTD /659616154439/YBL5f806fd9542b4 58e8f802185b5898d3a ,268.0,DR,Expense
2024-08-31,Apollo pharmacy,900.0,DR,Expense
2025-05-27,Cashback received,200.0,CR,Income
2025-04-01,Dividend payout,800.0,CR,Income
2025-05-12,Dividend payout,800.0,CR,Income
2024-08-01,NPS contribution,3000.0,DR,Savings
2025-04-11,Mobile recharge,399.0,DR,Expense
2025-03-06,Salary from Infosys,60000.0,CR,Income
2024-09-08,Apollo pharmacy,900.0,DR,Expense
2024-09-29,Payment to Amazon,1200.0,DR,Expense
2024-07-19,RD installment,1500.0,DR,Savings
2025-03-25,Bonus credited,10000.0,CR,Income
2025-03-31,Interest credited,1200.0,CR,Income
2024-08-13,Gold bond purchase,5000.0,DR,Savings
2024-07-10,RD installment,1500.0,DR,Savings
2025-01-05,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-08-16,ELSS investment,4000.0,DR,Savings
2024-08-12,Refund from Amazon,1500.0,CR,Income
2024-09-21,LIC premium,2500.0,DR,Savings
2024-11-11,FD opening,10000.0,DR,Savings
2025-05-13,LIC premium,2500.0,DR,Savings
2024-09-13,Cashback received,200.0,CR,Income
2024-12-29,Movie ticket,400.0,DR,Expense
2024-12-05,Petrol pump,1500.0,DR,Expense
2025-05-19,Apollo pharmacy,900.0,DR,Expense
2025-03-14,Insurance policy premium,3500.0,DR,Savings
2025-07-02,Salary from Infosys,60000.0,CR,Income
2025-05-29,Bonus credited,10000.0,CR,Income
2025-04-20,Dividend payout,800.0,CR,Income
2024-09-06,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2025-03-06,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-10-07,Sukanya Samriddhi deposit,2500.0,DR,Savings
2025-05-28,Movie ticket,400.0,DR,Expense
2025-06-29,Cash withdrawal,5000.0,DR,Expense
2025-01-20,Mobile recharge,399.0,DR,Expense
2025-03-26,Salary from Infosys,60000.0,CR,Income
2024-08-13,Flipkart shopping,2000.0,DR,Expense
2024-10-15,NEFT from employer,55000.0,CR,Income
2024-08-30,Salary from Infosys,60000.0,CR,Income
2025-04-03,PPF deposit,5000.0,DR,Savings
2024-08-04,Grocery store,2500.0,DR,Expense
2025-04-08,Tata Sky recharge,350.0,DR,Expense
2024-07-24,Reimbursement,4000.0,CR,Income
2024-07-04,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2025-04-12,NPS contribution,3000.0,DR,Savings
2025-06-12,LIC premium,2500.0,DR,Savings
2025-04-10,NPS contribution,3000.0,DR,Savings
2024-08-25,Dividend payout,800.0,CR,Income
2025-06-12,Dividend payout,800.0,CR,Income
2024-10-16,Cashback received,200.0,CR,Income
2025-04-18,Flipkart shopping,2000.0,DR,Expense
2024-08-20,Dividend payout,800.0,CR,Income
2024-07-08,Swiggy order,450.0,DR,Expense
2025-01-20,Insurance policy premium,3500.0,DR,Savings
2025-06-09,LIC premium,2500.0,DR,Savings
2025-05-04,Sukanya Samriddhi deposit,2500.0,DR,Savings
2025-02-06,Interest credited,1200.0,CR,Income
2024-08-30,Cash withdrawal,5000.0,DR,Expense
2024-08-27,FD opening,10000.0,DR,Savings
2025-01-25,Movie ticket,400.0,DR,Expense
2024-09-30,ELSS investment,4000.0,DR,Savings
2025-03-18,Movie ticket,400.0,DR,Expense
2025-03-06,Cashback received,200.0,CR,Income
2025-01-22,Petrol pump,1500.0,DR,Expense
2025-05-21,Mobile recharge,399.0,DR,Expense
2025-05-31,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2024-08-15,Petrol pump,1500.0,DR,Expense
2024-10-04,Zomato payment,600.0,DR,Expense
2024-10-25,Refund from Amazon,1500.0,CR,Income
2024-11-15,Salary from Infosys,60000.0,CR,Income
2025-06-23,Interest credited,1200.0,CR,Income
2024-08-09,Pension credited,30000.0,CR,Income
2025-06-06,Payment to Amazon,1200.0,DR,Expense
2025-04-07,UPI from friend,5000.0,CR,Income
2025-03-09,Rent payment,15000.0,DR,Expense
2025-03-20,Gold bond purchase,5000.0,DR,Savings
2024-08-20,Salary from Infosys,60000.0,CR,Income
2025-03-15,FD opening,10000.0,DR,Savings
2024-07-16,Gold bond purchase,5000.0,DR,Savings
2025-04-14,FD opening,10000.0,DR,Savings
2024-08-12,Billdesk payment,800.0,DR,Expense
2024-07-03,FD opening,10000.0,DR,Savings
2025-06-06,Flipkart shopping,2000.0,DR,Expense
2025-03-08,Cashback received,200.0,CR,Income
2024-07-21,Dividend payout,800.0,CR,Income
2024-12-16,IRCTC train ticket,1200.0,DR,Expense
2024-08-04,Flipkart shopping,2000.0,DR,Expense
2025-06-27,Gold bond purchase,5000.0,DR,Savings
2024-09-16,LIC premium,2500.0,DR,Savings
2024-07-26,Cash withdrawal,5000.0,DR,Expense
2024-10-24,Swiggy order,450.0,DR,Expense
2024-10-31,Refund from Amazon,1500.0,CR,Income
2025-01-16,Rent payment,15000.0,DR,Expense
2024-07-21,Mobile recharge,399.0,DR,Expense
2024-07-27,UPI from friend,5000.0,CR,Income
2025-01-02,FD opening,10000.0,DR,Savings
2025-06-12,Refund from Amazon,1500.0,CR,Income
2024-11-09,NPS contribution,3000.0,DR,Savings
2025-06-29,Swiggy order,450.0,DR,Expense
2025-02-14,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-07-31,Cashback received,200.0,CR,Income
2024-11-08,NPS contribution,3000.0,DR,Savings
2025-02-15,Insurance policy premium,3500.0,DR,Savings
2024-10-17,Gold bond purchase,5000.0,DR,Savings
2025-06-15,Grocery store,2500.0,DR,Expense
2025-05-07,Electricity bill,1800.0,DR,Expense
2024-11-25,Interest credited,1200.0,CR,Income
2025-02-08,UPI from friend,5000.0,CR,Income
2024-11-14,Tata Sky recharge,350.0,DR,Expense
2024-08-14,Bonus credited,10000.0,CR,Income
2024-07-13,Apollo pharmacy,900.0,DR,Expense
2025-05-03,ELSS investment,4000.0,DR,Savings
2024-08-12,Cashback received,200.0,CR,Income
2024-08-10,Interest credited,1200.0,CR,Income
2024-11-08,Bonus credited,10000.0,CR,Income
2024-11-30,Cashback received,200.0,CR,Income
2025-03-12,Tata Sky recharge,350.0,DR,Expense
2025-06-23,NPS contribution,3000.0,DR,Savings
2025-03-31,Pension credited,30000.0,CR,Income
2025-06-02,UPI from friend,5000.0,CR,Income
2024-12-05,Cashback received,200.0,CR,Income
2024-07-16,RD installment,1500.0,DR,Savings
2024-10-18,Cashback received,200.0,CR,Income
2025-02-15,Pension credited,30000.0,CR,Income
2024-07-30,Bonus credited,10000.0,CR,Income
2024-07-04,Reimbursement,4000.0,CR,Income
2024-12-06,Pension credited,30000.0,CR,Income
2024-09-06,Zomato payment,600.0,DR,Expense
2024-08-20,UPI from friend,5000.0,CR,Income
2025-02-01,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2025-01-15,Bonus credited,10000.0,CR,Income
2025-06-21,Refund from Amazon,1500.0,CR,Income
2025-01-25,Mobile recharge,399.0,DR,Expense
2024-11-23,Rent payment,15000.0,DR,Expense
2024-10-16,Dividend payout,800.0,CR,Income
2024-08-08,Billdesk payment,800.0,DR,Expense
2024-07-05,Electricity bill,1800.0,DR,Expense
2024-12-28,ELSS investment,4000.0,DR,Savings
2025-04-12,Interest credited,1200.0,CR,Income
2024-11-18,IRCTC train ticket,1200.0,DR,Expense
2025-02-24,Movie ticket,400.0,DR,Expense
2025-06-18,Dividend payout,800.0,CR,Income
2024-12-27,Flipkart shopping,2000.0,DR,Expense
2025-01-20,Apollo pharmacy,900.0,DR,Expense
2025-04-08,Apollo pharmacy,900.0,DR,Expense
2024-10-20,Swiggy order,450.0,DR,Expense
2024-11-10,Mobile recharge,399.0,DR,Expense
2025-02-27,IRCTC train ticket,1200.0,DR,Expense
2024-07-10,Bonus credited,10000.0,CR,Income
2024-10-18,PPF deposit,5000.0,DR,Savings
2024-12-02,Grocery store,2500.0,DR,Expense
2024-11-22,Reimbursement,4000.0,CR,Income
2025-04-28,PPF deposit,5000.0,DR,Savings
2024-10-08,LIC premium,2500.0,DR,Savings
2024-09-27,Petrol pump,1500.0,DR,Expense
2025-02-06,Dividend payout,800.0,CR,Income
2024-09-10,FD opening,10000.0,DR,Savings
2025-05-03,RD installment,1500.0,DR,Savings
2024-08-25,NEFT from employer,55000.0,CR,Income
2025-04-24,Apollo pharmacy,900.0,DR,Expense
2024-10-12,IRCTC train ticket,1200.0,DR,Expense
2025-04-22,Salary from Infosys,60000.0,CR,Income
2025-03-29,Payment to Amazon,1200.0,DR,Expense
2025-05-12,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2024-08-25,FD opening,10000.0,DR,Savings
2024-09-03,ELSS investment,4000.0,DR,Savings
2024-11-15,Electricity bill,1800.0,DR,Expense
2025-02-11,Rent payment,15000.0,DR,Expense
2025-02-09,Pension credited,30000.0,CR,Income
2024-11-12,Pension credited,30000.0,CR,Income
2025-01-09,LIC premium,2500.0,DR,Savings
2024-12-31,Pension credited,30000.0,CR,Income
2025-01-19,NPS contribution,3000.0,DR,Savings
2025-03-16,Billdesk payment,800.0,DR,Expense
2025-07-01,Insurance policy premium,3500.0,DR,Savings
2024-07-11,Movie ticket,400.0,DR,Expense
2024-11-03,Bonus credited,10000.0,CR,Income
2025-05-30,Bonus credited,10000.0,CR,Income
2025-03-03,Swiggy order,450.0,DR,Expense
2024-09-05,Reimbursement,4000.0,CR,Income
2025-02-08,Billdesk payment,800.0,DR,Expense
2024-08-02,Insurance policy premium,3500.0,DR,Savings
2025-01-08,Bonus credited,10000.0,CR,Income
2025-06-13,FD opening,10000.0,DR,Savings
2024-09-21,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2025-01-25,RD installment,1500.0,DR,Savings
2025-03-21,UPI from friend,5000.0,CR,Income
2024-09-14,Salary from Infosys,60000.0,CR,Income
2025-04-11,Electricity bill,1800.0,DR,Expense
2025-03-27,Zomato payment,600.0,DR,Expense
2025-06-21,UPI from friend,5000.0,CR,Income
2024-12-06,Cash withdrawal,5000.0,DR,Expense
2024-10-22,LIC premium,2500.0,DR,Savings
2024-11-09,Mobile recharge,399.0,DR,Expense
2025-02-14,Bonus credited,10000.0,CR,Income
2025-04-29,Flipkart shopping,2000.0,DR,Expense
2025-01-19,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-08-05,Pension credited,30000.0,CR,Income
2025-06-28,UPI from friend,5000.0,CR,Income
2024-09-10,Payment to Amazon,1200.0,DR,Expense
2024-12-25,Rent payment,15000.0,DR,Expense
2024-12-17,Sukanya Samriddhi deposit,2500.0,DR,Savings
2025-02-06,Petrol pump,1500.0,DR,Expense
2025-04-05,Pension credited,30000.0,CR,Income
2024-09-02,NEFT from employer,55000.0,CR,Income
2024-11-05,Pension credited,30000.0,CR,Income
2024-07-06,Cashback received,200.0,CR,Income
2025-05-22,Electricity bill,1800.0,DR,Expense
2024-11-19,NPS contribution,3000.0,DR,Savings
2024-07-04,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-10-28,Reimbursement,4000.0,CR,Income
2025-05-13,Zomato payment,600.0,DR,Expense
2024-10-01,Swiggy order,450.0,DR,Expense
2024-07-06,Payment to Amazon,1200.0,DR,Expense
2024-07-02,Pension credited,30000.0,CR,Income
2025-01-31,Pension credited,30000.0,CR,Income
2025-03-18,LIC premium,2500.0,DR,Savings
2025-02-28,Interest credited,1200.0,CR,Income
2024-07-26,IRCTC train ticket,1200.0,DR,Expense
2024-11-06,Zomato payment,600.0,DR,Expense
2025-03-05,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-11-25,ELSS investment,4000.0,DR,Savings
2025-03-03,Pension credited,30000.0,CR,Income
2024-11-24,Reimbursement,4000.0,CR,Income
2024-12-05,Dividend payout,800.0,CR,Income
2025-02-28,Gold bond purchase,5000.0,DR,Savings
2025-06-06,Pension credited,30000.0,CR,Income
2025-01-20,Movie ticket,400.0,DR,Expense
2024-11-07,Gold bond purchase,5000.0,DR,Savings
2024-10-26,Swiggy order,450.0,DR,Expense
2025-04-20,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-08-31,Petrol pump,1500.0,DR,Expense
2024-12-18,Cashback received,200.0,CR,Income
2025-05-21,Gold bond purchase,5000.0,DR,Savings
2025-02-04,ELSS investment,4000.0,DR,Savings
2024-12-29,NEFT from employer,55000.0,CR,Income
2025-02-18,Dividend payout,800.0,CR,Income
2024-10-13,RD installment,1500.0,DR,Savings
2024-08-29,LIC premium,2500.0,DR,Savings
2024-08-26,RD installment,1500.0,DR,Savings
2025-06-03,Gold bond purchase,5000.0,DR,Savings
2024-11-05,NPS contribution,3000.0,DR,Savings
2025-05-30,Salary from Infosys,60000.0,CR,Income
2024-09-18,RD installment,1500.0,DR,Savings
2024-10-05,Interest credited,1200.0,CR,Income
2024-08-04,Movie ticket,400.0,DR,Expense
2024-12-17,NPS contribution,3000.0,DR,Savings
2024-12-26,LIC premium,2500.0,DR,Savings
2024-12-20,UPI from friend,5000.0,CR,Income
2024-12-26,ELSS investment,4000.0,DR,Savings
2024-09-11,Mobile recharge,399.0,DR,Expense
2025-03-08,Insurance policy premium,3500.0,DR,Savings
2025-01-03,NEFT from employer,55000.0,CR,Income
2025-07-02,Sukanya Samriddhi deposit,2500.0,DR,Savings
2024-12-21,Pension credited,30000.0,CR,Income
2025-06-09,NPS contribution,3000.0,DR,Savings
2025-05-14,Refund from Amazon,1500.0,CR,Income
2024-11-13,NPS contribution,3000.0,DR,Savings
2025-03-05,Mobile recharge,399.0,DR,Expense
2025-04-18,LIC premium,2500.0,DR,Savings
2025-02-27,Tata Sky recharge,350.0,DR,Expense
2025-04-20,ELSS investment,4000.0,DR,Savings
2024-12-27,Petrol pump,1500.0,DR,Expense
2024-10-21,Cashback received,200.0,CR,Income
2024-12-13,Swiggy order,450.0,DR,Expense
2025-06-14,PPF deposit,5000.0,DR,Savings
2025-02-18,Sukanya Samriddhi deposit,2500.0,DR,Savings
2025-06-12,Pension credited,30000.0,CR,Income
2024-12-05,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2025-04-30,Mobile recharge,399.0,DR,Expense
2025-05-10,Payment to Amazon,1200.0,DR,Expense
2024-07-23,ELSS investment,4000.0,DR,Savings
2025-03-11,Tata Sky recharge,350.0,DR,Expense
2024-08-31,Cash withdrawal,5000.0,DR,Expense
2024-09-02,Cash withdrawal,5000.0,DR,Expense
2024-12-23,UPI from friend,5000.0,CR,Income
2024-07-02,FD opening,10000.0,DR,Savings
2025-03-31,Movie ticket,400.0,DR,Expense
2025-03-30,NPS contribution,3000.0,DR,Savings
2025-03-16,Apollo pharmacy,900.0,DR,Expense
2025-04-17,Gold bond purchase,5000.0,DR,Savings
2025-01-12,Salary from Infosys,60000.0,CR,Income
2025-01-12,Insurance policy premium,3500.0,DR,Savings
2025-01-21,Mobile recharge,399.0,DR,Expense
2025-05-23,Insurance policy premium,3500.0,DR,Savings
2024-10-02,Petrol pump,1500.0,DR,Expense
2025-02-12,Rent payment,15000.0,DR,Expense
2025-01-31,LIC premium,2500.0,DR,Savings
2024-09-02,Electricity bill,1800.0,DR,Expense
2024-12-02,NEFT from employer,55000.0,CR,Income
2025-04-30,Interest credited,1200.0,CR,Income
2024-09-02,RD installment,1500.0,DR,Savings
2024-08-09,Dividend payout,800.0,CR,Income
2025-06-27,Rent payment,15000.0,DR,Expense
2024-08-15,Apollo pharmacy,900.0,DR,Expense
2025-06-17,SIP - HDFC Mutual Fund,2000.0,DR,Savings
2025-06-01,Flipkart shopping,2000.0,DR,Expense
2025-05-16,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/049754721755/yblda7f97 17727d42798d6540a746b014b7 ,-110.0,DEBIT,Expense
2025-05-16,upi/gpay-1124412000/payment from ph/axis bank/825165381331/ybla0d9942 ac1f546029731366d0dc62b01/ ,-224.0,DEBIT,Expense
2025-05-15,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/353797592732/axl7e8c53 8ce92d4f04afdffe28f458aef3 ,-70.0,DEBIT,Expense
2025-05-15,ach/abb dividend 2024/73pr25051505ai07 ,33.5,CREDIT,Income
2025-05-14,upi/zeptomarketplac/zeptomark etplac/airtel payments/723492829326/ybl16 762453848a464695b9e8942250a1 1c ,-493.0,DEBIT,Income
2025-05-14,upi/gpay-1120991508/payment from ph/axis bank/983220367083/axl1f3de2c 56cb44160bd755efbec6aac7e/ ,-100.0,DEBIT,Expense
2025-05-14,upi/q977934693@ybl/payment from ph/yes bank limite/407331888785/ybleeb618 129bfb4754b413ae1179c6065f/ ,-2400.0,DEBIT,Expense
2025-05-14,upi/paytm.s1gxbrd@p/payment from ph/yes bank pty/192945709791/axl5964ab0f1 209419499bfd33c8f9c71a4/ ,-100.0,DEBIT,Expense
2025-05-14,upi/paytm.s1aqtlj@p/payment from ph/yes bank pty/362604464867/axl7f34197da a264b8f95e55df6c99f603d/ ,-50.0,DEBIT,Expense
2025-05-14,upi/apollopharmacyo/payme nt for 172/axis bank/682004899938/axlc9b517f 89eb048e998c9349b70499405/ ,-612.24,DEBIT,Expense
2025-05-14,upi/9170643558-3@ib/payment from ph/indian bank/759998281222/axl27a5ec4 76c53449bb22b4d7560599dbc/ ,-6370.0,DEBIT,Expense
2025-05-13,upi/paytmqr66p4mj@p/payment from ph/yes bank limite/845448962778/axl49da07 6f00a6455ead309a7d7420af64 ,-12.0,DEBIT,Expense
2025-05-13,upi/9063645796-2@ib/payment from ph/kotak mahindra /226451895026/axl409ffee2b8774 163883bc905da641c71 ,-100.0,DEBIT,Expense
2025-05-13,upi/apollopharmacyo/payme nt for 172/axis bank/812728894916/axl631173b 2b78940b28e0bd3bca56a2e81/ ,-360.0,DEBIT,Expense
2025-05-12,upi/8939688080@ybl/upi payment//513229456847/icicacae 777e092416795f4b0ad9b7994d1/ ,-25000.0,DEBIT,Savings
2025-05-12,277813009720: closure proceeds ,25086.0,CREDIT,Income
2025-05-12,upi/8179501125@ybl/upi/state bank of i/513245706615/icid17c875f9e2f4f c8920df16cc8fd3fc5/ ,-173.0,DEBIT,Expense
2025-05-12,upi/paytm.s1ara69@p/upi/yes bank pty/513233404866/icicb878860cf 97467686e8710f4f69ef08/ ,-200.0,DEBIT,Expense
2025-05-12,upi/paytm.s1dmeh1@p/upi/yes bank pty/513270310581/icib9e778e87 66f4c5e804c05a76a5e44d4/ ,-345.0,DEBIT,Expense
2025-05-12,upi/gpay-1124412180/upi/axis bank/549827497055/ici360679c6 2834479cbe34338536c7e8c3/ ,-50.0,DEBIT,Expense
2025-05-12,upi/andanisatish197/upi/icici bank/513221103113/icib9ea42398 2c4410e815464da67353b2b/ ,-400.0,DEBIT,Expense
2025-05-11,upi/blinkit.payu@hd/upiintent/hdf c bank ltd/765042207453/pppl2348608 741711052513470068205cfc/ ,-252.0,DEBIT,Expense
2025-05-10,upi/paytm-66931760@/payment from ph/yes bank limite/095202012648/axl98dfe6c a1d754db3b7525924ff5960ca ,-167.0,DEBIT,Expense
2025-05-10,upi/kpnfarmfreshoff/payme nt for 520/yes bank limite/545970145298/ybl3a7241 ae0ab24152b937959346a0d054 ,-1733.63,DEBIT,Expense
2025-05-09,upi/paytm-83568955@/payment from ph/yes bank limite/312227759584/axl0253a5 3a7c944f78a369863dca606192 ,-63.6,DEBIT,Expense
2025-05-09,upi/paytm-66931760@/payment from ph/yes bank limite/456831443431/ybld0df0e 43801d411389ae7da7b4aba92a ,-212.5,DEBIT,Expense
2025-05-09,upi/paytm.s15h8gq@p/payment from ph/yes bank pty/154985452904/ybl1a5e5098 a95749fabbeb8160407034f3/ ,-35.0,DEBIT,Expense
2025-05-09,upi/pinelabs.103721/generating dyna/hdfc bank ltd/938929749061/plutusdqr0 0000000000000000444761838/ ,-114.0,DEBIT,Income
2025-05-09,upi/airtel2.payu@hd/airtelbroadba nd/hdfc bank ltd/212337358613/pppl2346348 6669090525153917681dd44d/ ,-942.82,DEBIT,Income
2025-05-09,upi/9542949301@kota/payment from ph/kotak mahindra /387414335052/axl27e9b5444b83 45829a5a4f23ae41a5b9 ,-85.0,DEBIT,Expense
2025-05-09,upi/swiggyupi@axb/pay for intent/axis bank/504499535070/axb28c5ac8 16a6b44cebbeef0ccce302212/ ,-258.0,DEBIT,Income
2025-05-07,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/996167491111/yblb4ea87 0aa14f4020a21dd0b4254bce63 ,-60.0,DEBIT,Expense
2025-05-07,upi/gpay-1120991508/payment from ph/axis bank/484533869196/axla3b73c5 a4e954cc995482689104b12fe/ ,-100.0,DEBIT,Expense
2025-05-07,upi/paytmqr5ddunm@p/payment from ph/yes bank limite/492694086980/axl52d5cd 7f6dc94849b17542104330ae17 ,-224.0,DEBIT,Expense
2025-05-07,upi/q977934693@ybl/payment from ph/yes bank limite/857086684557/ybl426a11 85bf2e45d590a5b2293f2422f4/ ,-1200.0,DEBIT,Expense
2025-05-07,upi/apollopharmacyo/payme nt for 172/axis bank/253527987404/axl021366c c0e174e89aebfdb8eff2bd225/ ,-691.25,DEBIT,Expense
2025-05-07,ach/mazagon dock shipbui/144669 ,36.0,CREDIT,Income
2025-05-06,ach/crisil limited/7843470 ,130.0,CREDIT,Income
2025-05-05,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/659492897024/axla67985 6de88848c4b5474edf24194610 ,-110.0,DEBIT,Expense
2025-05-05,upi/apollopharmacyo/payme nt for 172/yes bank limite/729298876209/yblb172b3 8f3fe449ebade4bca1e4ca6ee0 ,-360.0,DEBIT,Expense
2025-05-05,upi/q075421681@ybl/payment from ph/yes bank limite/094514881949/ybl972e2b 18f3b14a02aa5ca8a86b2019ba/ ,-239.0,DEBIT,Expense
2025-05-05,upi/pearlyamaha@ici/payment from ph/icici bank ltd /941926580077/axl7ce2d8ff02e24 ef692b7a74d640e3660 ,-555.0,DEBIT,Expense
2025-05-05,upi/paytm-76881028@/payment from ph/yes bank limite/230098582056/ybl7907bb 1b5ba145e8af922fa1c965149a ,-37.0,DEBIT,Expense
2025-05-05,upi/9840539644@hdfc/payment from ph/hdfc bank ltd/755220815814/axl270c8e25 6b7545c38d7b8938e31a9eeb/ ,-50000.0,DEBIT,Savings
2025-05-05,upi/9840539644@hdfc/payment from ph/hdfc bank ltd/361431864325/axlbf3af22ef6 a4469a8262f2a735730f53/ ,-1.0,DEBIT,Income
2025-05-05,277813009720: closure proceeds ,50144.0,CREDIT,Income
2025-05-05,upi/amazonaws@rapl/aws india invoi/amazon rbl/512531231582/rba01969f55 94d2435c55c686d05c415d15/ ,-2972.47,DEBIT,Income
2025-05-05,upi/9247179741@apl/payment from ph/icici bank/173481508561/yblb952e855 d550412eb65bf6e1bc4af8a7/ ,-40.0,DEBIT,Expense
2025-05-04,upi/zeptomarketplac/zeptomark etplac/airtel payments/254764535112/axl8d 0ab910a59845d78d14462d72c84a 65 ,-424.0,DEBIT,Income
2025-05-04,upi/ikeaindiapvtltd/payment from ph/hdfc bank ltd/078392166917/axlce95c9ce9 fd34790b56826077e69efe4/ ,-1129.0,DEBIT,Expense
2025-05-04,upi/paytm.s15h8gq@p/payment from ph/yes bank pty/052429152373/axl89567bf73 7dd41afa8a45f7d2a1a5945/ ,-520.0,DEBIT,Expense
2025-05-04,upi/q382887128@ybl/payment from ph/yes bank limite/087029568708/yble7e809 987a044dfba8256e93f553ba08/ ,-45.0,DEBIT,Expense
2025-05-04,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/556616668436/axl594c36 ee70d4442395042acb6e3ee746 ,-15.0,DEBIT,Expense
2025-05-03,bil/neft/icicn120250503786271 44/pavan kuma/axis bank ,-75000.0,DEBIT,Savings
2025-05-03,277813009720: closure proceeds ,75203.0,CREDIT,Income
2025-05-03,upi/8801997919-3@yb/payment from ph/yes bank limite/414872129830/ybla6a918 c557e543a8bad58fafaf089c1d ,-1200.0,DEBIT,Expense
2025-05-03,upi/8801997919-3@yb/payment from ph/yes bank limite/987261244311/ybl29eed0 21a5d346e7ab77414f409cf838 ,-15000.0,DEBIT,Expense
2025-05-02,upi/q193559501@ybl/payment from ph/yes bank limite/170891977965/ybl915c6cf dd1a84e498126920ed2aa1ef9/ ,-40.0,DEBIT,Expense
2025-05-02,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/378609796702/axle1b969 bcb0d24656be73b35ca7add2dc ,-16.0,DEBIT,Expense
2025-05-02,upi/q887770039@ybl/payment from ph/yes bank limite/819009432296/ybl23c236 59e80e4899a395d411e40cac49/ ,-100.0,DEBIT,Expense
2025-05-02,upi/paytmqr5ddunm@p/payment from ph/yes bank limite/390202394120/ybl4d1954 26a1c44ea5a74ceac274f8c9bb ,-224.0,DEBIT,Expense
2025-05-02,upi/q256075058@ybl/payment from ph/yes bank limite/290203754311/ybl5cbf68d 05ad94313bcd50c226d3041a1/ ,-2400.0,DEBIT,Expense
