Date,Description,Amount,Type,Merchant_Category,Label,Predicted_Label
2025-06-14,ATM Cash Withdrawal,9031.0,DEBIT,,,EXPENSE
2025-06-07,Investment in ICICI Prudential,18193.0,DEBIT,,,SAVINGS
2025-06-28,Goal Based Savings Transfer,13959.0,DEBIT,,,SAVINGS
2025-06-07,Investment in Axis Bluechip,24457.0,DEBIT,,,SAVINGS
2025-06-26,Salary credited from XYZ Pvt Ltd,53894.0,CREDIT,,,INCOME
2025-06-12,Auto Sweep to FD,11726.0,DEBIT,,,SAVINGS
2025-06-03,Refund from Amazon,22663.0,CREDIT,,,INCOME
2025-06-13,RD Installment at SBI,46033.0,DEBIT,,,SAVINGS
2025-06-04,Transfer to Child Plan,33474.0,DEBIT,,,SAVINGS
2025-06-06,Medical Consultation at Flipkart,12457.0,DEBIT,,,EXPENSE
2025-06-27,PPF Deposit,20506.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to Education Fund,22311.0,DEBIT,,,SAVINGS
2025-06-10,Salary credited from TCS,10808.0,CREDIT,,,INCOME
2025-06-16,Credit Card Bill Payment,4048.0,DEBIT,,,EXPENSE
2025-06-22,Award for best employee,59667.0,CREDIT,,,INCOME
2025-06-05,Award for best employee,9587.0,CREDIT,,,INCOME
2025-06-09,Maturity Proceeds from NPS,22004.0,DEBIT,,,SAVINGS
2025-06-04,NPS Contribution,42018.0,DEBIT,,,SAVINGS
2025-06-04,Auto Sweep to FD,11175.0,DEBIT,,,SAVINGS
2025-06-27,Transfer to NPS Account,15241.0,DEBIT,,,SAVINGS
2025-06-25,Refund from Amazon,96019.0,CREDIT,,,INCOME
2025-06-02,Electricity Bill Payment,18621.0,DEBIT,,,EXPENSE
2025-06-18,Transfer to Fixed Deposit,39471.0,DEBIT,,,SAVINGS
2025-06-26,Fuel Purchase at Apollo Pharmacy,4857.0,DEBIT,,,EXPENSE
2025-06-04,SIP to UTI Flexi Cap,41474.0,DEBIT,,,SAVINGS
2025-06-16,RD Installment at Axis Bank,5763.0,DEBIT,,,SAVINGS
2025-06-08,Gift received from Family,95593.0,CREDIT,,,INCOME
2025-06-10,Recurring Deposit started at ICICI Bank,17692.0,DEBIT,,,SAVINGS
2025-06-09,NPS Contribution,48541.0,DEBIT,,,SAVINGS
2025-06-01,Dividend from Mutual Fund,86175.0,CREDIT,,,INCOME
2025-06-17,Sweep-in to Savings,5741.0,DEBIT,,,SAVINGS
2025-06-22,Electricity Bill Payment,17378.0,DEBIT,,,EXPENSE
2025-06-01,FD Creation at ICICI Bank,37224.0,DEBIT,,,SAVINGS
2025-06-22,Consulting payment from ABC Corp,59181.0,CREDIT,,,INCOME
2025-06-09,Closure Proceeds from RD,12404.0,DEBIT,,,SAVINGS
2025-06-21,FD Creation at SBI,23646.0,DEBIT,,,SAVINGS
2025-06-07,Grocery Shopping at Apollo Pharmacy,19247.0,DEBIT,,,EXPENSE
2025-06-03,ATM Cash Withdrawal,11085.0,DEBIT,,,EXPENSE
2025-06-20,SIP to HDFC Top 100,20428.0,DEBIT,,,SAVINGS
2025-06-16,Transfer to NPS Account,23129.0,DEBIT,,,SAVINGS
2025-06-16,Dividend from Mutual Fund,75147.0,CREDIT,,,INCOME
2025-06-07,ATM Cash Withdrawal,10376.0,DEBIT,,,EXPENSE
2025-06-18,Medical Consultation at Indian Oil,18051.0,DEBIT,,,EXPENSE
2025-06-09,Subscription Renewal - Netflix,8472.0,DEBIT,,,EXPENSE
2025-06-16,Refund from Amazon,70957.0,CREDIT,,,INCOME
2025-06-18,Dining Out at Cafe Coffee Day,14254.0,DEBIT,,,EXPENSE
2025-06-28,LIC Premium Payment,32399.0,DEBIT,,,SAVINGS
2025-06-09,UPI payment to Cafe Coffee Day,11037.0,DEBIT,,,EXPENSE
2025-06-14,Award for best employee,37956.0,CREDIT,,,INCOME
2025-06-02,Gift received from Family,4106.0,CREDIT,,,INCOME
2025-06-17,Transfer to PPF Account,17128.0,DEBIT,,,SAVINGS
2025-06-13,Transfer to Recurring Deposit,40114.0,DEBIT,,,SAVINGS
2025-06-26,Fuel Purchase at Myntra,19231.0,DEBIT,,,EXPENSE
2025-06-21,Transfer to Education Fund,40635.0,DEBIT,,,SAVINGS
2025-06-06,SIP to ICICI Prudential,36910.0,DEBIT,,,SAVINGS
2025-06-07,Fuel Purchase at Big Bazaar,14295.0,DEBIT,,,EXPENSE
2025-06-24,Dining Out at Flipkart,16291.0,DEBIT,,,EXPENSE
2025-06-05,Sweep-in to Savings,15196.0,DEBIT,,,SAVINGS
2025-06-14,Consulting payment from INFOSYS LTD,4163.0,CREDIT,,,INCOME
2025-06-21,Interest from Savings Account,45344.0,CREDIT,,,INCOME
2025-06-03,Subscription Renewal - Netflix,3751.0,DEBIT,,,EXPENSE
2025-06-28,Fixed Deposit opened at Axis Bank,3570.0,DEBIT,,,SAVINGS
2025-06-11,Mutual Fund Investment - ICICI Prudential,43245.0,DEBIT,,,SAVINGS
2025-06-07,Transfer to Education Fund,23390.0,DEBIT,,,SAVINGS
2025-06-19,Transfer to NPS Account,30826.0,DEBIT,,,SAVINGS
2025-06-15,Auto Sweep to FD,6532.0,DEBIT,,,SAVINGS
2025-06-04,UPI payment to Cafe Coffee Day,6950.0,DEBIT,,,EXPENSE
2025-06-15,Transfer to Child Plan,26657.0,DEBIT,,,SAVINGS
2025-06-28,Gift received from Family,69987.0,CREDIT,,,INCOME
2025-06-04,Transfer to Child Plan,47068.0,DEBIT,,,SAVINGS
2025-06-28,Maturity Proceeds from PPF,40328.0,DEBIT,,,SAVINGS
2025-06-16,LIC Premium Payment,38284.0,DEBIT,,,SAVINGS
2025-06-01,Transfer to Child Plan,31059.0,DEBIT,,,SAVINGS
2025-06-03,PPF Deposit,17763.0,DEBIT,,,SAVINGS
2025-06-27,Auto Sweep to FD,3330.0,DEBIT,,,SAVINGS
2025-06-16,Investment in SBI Magnum,27917.0,DEBIT,,,SAVINGS
2025-06-23,Maturity Proceeds from LIC Policy,32117.0,DEBIT,,,SAVINGS
2025-06-14,Award for best employee,18105.0,CREDIT,,,INCOME
2025-06-15,Electricity Bill Payment,7901.0,DEBIT,,,EXPENSE
2025-06-07,Credit Card Bill Payment,11405.0,DEBIT,,,EXPENSE
2025-06-23,SIP to Axis Bluechip,18991.0,DEBIT,,,SAVINGS
2025-06-28,Dividend from Mutual Fund,33033.0,CREDIT,,,INCOME
2025-06-13,NPS Contribution,6800.0,DEBIT,,,SAVINGS
2025-06-26,Closure Proceeds from NPS,35524.0,DEBIT,,,SAVINGS
2025-06-22,Subscription Renewal - Netflix,1633.0,DEBIT,,,EXPENSE
2025-06-19,Medical Consultation at Big Bazaar,10049.0,DEBIT,,,EXPENSE
2025-06-04,RD Installment at ICICI Bank,26961.0,DEBIT,,,SAVINGS
2025-06-15,Maturity Proceeds from RD,10416.0,DEBIT,,,SAVINGS
2025-06-25,Salary credited from INFOSYS LTD,34536.0,CREDIT,,,INCOME
2025-06-02,PPF Deposit,15132.0,DEBIT,,,SAVINGS
2025-06-09,Auto Sweep to FD,6424.0,DEBIT,,,SAVINGS
2025-06-12,ATM Cash Withdrawal,19675.0,DEBIT,,,EXPENSE
2025-06-19,Dining Out at Myntra,3071.0,DEBIT,,,EXPENSE
2025-06-07,Consulting payment from ABC Corp,65883.0,CREDIT,,,INCOME
2025-06-16,ATM Cash Withdrawal,787.0,DEBIT,,,EXPENSE
2025-06-18,Goal Based Savings Transfer,6757.0,DEBIT,,,SAVINGS
2025-06-02,Consulting payment from XYZ Pvt Ltd,68511.0,CREDIT,,,INCOME
2025-06-22,Electricity Bill Payment,18748.0,DEBIT,,,EXPENSE
2025-06-25,Recurring Deposit started at SBI,33150.0,DEBIT,,,SAVINGS
2025-06-21,Consulting payment from INFOSYS LTD,53810.0,CREDIT,,,INCOME
2025-06-05,Transfer to Education Fund,30485.0,DEBIT,,,SAVINGS
2025-06-11,Dividend from Mutual Fund,92345.0,CREDIT,,,INCOME
2025-06-13,Transfer to Education Fund,45058.0,DEBIT,,,SAVINGS
2025-06-15,Recurring Deposit started at ICICI Bank,2235.0,DEBIT,,,SAVINGS
2025-06-26,Medical Consultation at Indian Oil,3976.0,DEBIT,,,EXPENSE
2025-06-23,Transfer to Education Fund,8680.0,DEBIT,,,SAVINGS
2025-06-21,Investment in ICICI Prudential,4283.0,DEBIT,,,SAVINGS
2025-06-03,POS/AMAZON IN/Online Shopping,14407.0,DEBIT,,,EXPENSE
2025-06-11,Grocery Shopping at Big Bazaar,8333.0,DEBIT,,,EXPENSE
2025-06-26,Recurring Deposit started at SBI,34224.0,DEBIT,,,SAVINGS
2025-06-28,Fuel Purchase at Indian Oil,678.0,DEBIT,,,EXPENSE
2025-06-21,Closure Proceeds from NPS,36302.0,DEBIT,,,SAVINGS
2025-06-26,Interest from Savings Account,98248.0,CREDIT,,,INCOME
2025-06-27,Refund from Amazon,65648.0,CREDIT,,,INCOME
2025-06-15,Transfer to Education Fund,6210.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to PPF Account,14262.0,DEBIT,,,SAVINGS
2025-06-23,Electricity Bill Payment,14021.0,DEBIT,,,EXPENSE
2025-06-07,Interest from Savings Account,24574.0,CREDIT,,,INCOME
2025-06-25,Recurring Deposit started at PNB,37294.0,DEBIT,,,SAVINGS
2025-06-12,PPF Deposit,24575.0,DEBIT,,,SAVINGS
2025-06-07,Gift received from Family,64588.0,CREDIT,,,INCOME
2025-06-04,Medical Consultation at Big Bazaar,13308.0,DEBIT,,,EXPENSE
2025-06-20,FD Creation at PNB,9378.0,DEBIT,,,SAVINGS
2025-06-03,Refund from Amazon,75233.0,CREDIT,,,INCOME
2025-06-07,Grocery Shopping at Flipkart,17153.0,DEBIT,,,EXPENSE
2025-06-24,RD Installment at Axis Bank,27539.0,DEBIT,,,SAVINGS
2025-06-21,LIC Premium Payment,21358.0,DEBIT,,,SAVINGS
2025-06-17,POS/AMAZON IN/Online Shopping,12454.0,DEBIT,,,EXPENSE
2025-06-20,Transfer to Recurring Deposit,49490.0,DEBIT,,,SAVINGS
2025-06-06,PPF Deposit,35326.0,DEBIT,,,SAVINGS
2025-06-09,Sweep-in to Savings,17402.0,DEBIT,,,SAVINGS
2025-06-20,FD Creation at HDFC Bank,5779.0,DEBIT,,,SAVINGS
2025-06-23,Dividend from Mutual Fund,51224.0,CREDIT,,,INCOME
2025-06-13,Transfer to Recurring Deposit,37226.0,DEBIT,,,SAVINGS
2025-06-28,Transfer to Recurring Deposit,4994.0,DEBIT,,,SAVINGS
2025-06-25,Transfer to Education Fund,32800.0,DEBIT,,,SAVINGS
2025-06-02,POS/AMAZON IN/Online Shopping,14470.0,DEBIT,,,EXPENSE
2025-06-24,Gift received from Family,47685.0,CREDIT,,,INCOME
2025-06-27,Maturity Proceeds from LIC Policy,22212.0,DEBIT,,,SAVINGS
2025-06-22,Salary credited from TCS,32384.0,CREDIT,,,INCOME
2025-06-15,Interest from Savings Account,53385.0,CREDIT,,,INCOME
2025-06-25,Consulting payment from ABC Corp,94364.0,CREDIT,,,INCOME
2025-06-20,Refund from Amazon,15389.0,CREDIT,,,INCOME
2025-06-16,Subscription Renewal - Netflix,18031.0,DEBIT,,,EXPENSE
2025-06-17,Closure Proceeds from NPS,39652.0,DEBIT,,,SAVINGS
2025-06-26,Medical Consultation at Myntra,19519.0,DEBIT,,,EXPENSE
2025-06-12,Dividend from Mutual Fund,88484.0,CREDIT,,,INCOME
2025-06-15,Dining Out at Myntra,13769.0,DEBIT,,,EXPENSE
2025-06-25,Salary credited from TCS,27676.0,CREDIT,,,INCOME
2025-06-06,RD Installment at PNB,26080.0,DEBIT,,,SAVINGS
2025-06-27,Interest from Savings Account,89206.0,CREDIT,,,INCOME
2025-06-17,Transfer to Fixed Deposit,16551.0,DEBIT,,,SAVINGS
2025-06-10,Maturity Proceeds from PPF,13874.0,DEBIT,,,SAVINGS
2025-06-08,Sweep-in to Savings,46863.0,DEBIT,,,SAVINGS
2025-06-22,Transfer to Fixed Deposit,27673.0,DEBIT,,,SAVINGS
2025-06-27,Consulting payment from ABC Corp,13315.0,CREDIT,,,INCOME
2025-06-28,Consulting payment from TCS,60910.0,CREDIT,,,INCOME
2025-06-22,Investment in Axis Bluechip,18757.0,DEBIT,,,SAVINGS
2025-06-10,Auto Sweep to FD,2050.0,DEBIT,,,SAVINGS
2025-06-04,Dining Out at Indian Oil,5059.0,DEBIT,,,EXPENSE
2025-06-16,NPS Contribution,24866.0,DEBIT,,,SAVINGS
2025-06-28,Consulting payment from INFOSYS LTD,97135.0,CREDIT,,,INCOME
2025-06-21,Transfer to PPF Account,4813.0,DEBIT,,,SAVINGS
2025-06-17,Fuel Purchase at Flipkart,19696.0,DEBIT,,,EXPENSE
2025-06-25,PPF Deposit,43058.0,DEBIT,,,SAVINGS
2025-06-06,ATM Cash Withdrawal,4151.0,DEBIT,,,EXPENSE
2025-06-20,Gift received from Family,64729.0,CREDIT,,,INCOME
2025-06-24,Interest from Savings Account,51351.0,CREDIT,,,INCOME
2025-06-18,Refund from Amazon,5205.0,CREDIT,,,INCOME
2025-06-01,Award for best employee,87795.0,CREDIT,,,INCOME
2025-06-22,Award for best employee,9283.0,CREDIT,,,INCOME
2025-06-04,Credit Card Bill Payment,13929.0,DEBIT,,,EXPENSE
2025-06-27,Transfer to Education Fund,49446.0,DEBIT,,,SAVINGS
2025-06-26,Consulting payment from INFOSYS LTD,10983.0,CREDIT,,,INCOME
2025-06-04,Medical Consultation at Amazon,13378.0,DEBIT,,,EXPENSE
2025-06-01,RD Installment at ICICI Bank,5799.0,DEBIT,,,SAVINGS
2025-06-26,Transfer to Child Plan,2053.0,DEBIT,,,SAVINGS
2025-06-03,Consulting payment from TCS,72760.0,CREDIT,,,INCOME
2025-06-06,Sweep-in to Savings,20123.0,DEBIT,,,SAVINGS
2025-06-01,Refund from Amazon,20901.0,CREDIT,,,INCOME
2025-06-10,NPS Contribution,41304.0,DEBIT,,,SAVINGS
2025-06-09,Dividend from Mutual Fund,86335.0,CREDIT,,,INCOME
2025-06-13,Electricity Bill Payment,3024.0,DEBIT,,,EXPENSE
2025-06-02,Subscription Renewal - Netflix,16086.0,DEBIT,,,EXPENSE
2025-06-26,Consulting payment from XYZ Pvt Ltd,12373.0,CREDIT,,,INCOME
2025-06-16,Consulting payment from ABC Corp,58356.0,CREDIT,,,INCOME
2025-06-26,NPS Contribution,34280.0,DEBIT,,,SAVINGS
2025-06-16,Transfer to Child Plan,49571.0,DEBIT,,,SAVINGS
2025-06-01,Sweep-in to Savings,47030.0,DEBIT,,,SAVINGS
2025-06-24,Refund from Amazon,24718.0,CREDIT,,,INCOME
2025-06-25,Subscription Renewal - Netflix,7552.0,DEBIT,,,EXPENSE
2025-06-25,Closure Proceeds from NPS,10561.0,DEBIT,,,SAVINGS
2025-06-23,Dining Out at Myntra,4833.0,DEBIT,,,EXPENSE
2025-06-16,Mutual Fund Investment - UTI Flexi Cap,37215.0,DEBIT,,,SAVINGS
2025-06-09,UPI payment to Big Bazaar,11587.0,DEBIT,,,EXPENSE
2025-06-05,Credit Card Bill Payment,12352.0,DEBIT,,,EXPENSE
2025-06-04,Recurring Deposit started at SBI,44363.0,DEBIT,,,SAVINGS
2025-06-23,Dividend from Mutual Fund,22189.0,CREDIT,,,INCOME
2025-06-19,LIC Premium Payment,20770.0,DEBIT,,,SAVINGS
2025-06-12,Investment in HDFC Top 100,19499.0,DEBIT,,,SAVINGS
2025-06-04,Dividend from Mutual Fund,26701.0,CREDIT,,,INCOME
2025-06-22,NPS Contribution,35299.0,DEBIT,,,SAVINGS
2025-06-27,Dividend from Mutual Fund,91080.0,CREDIT,,,INCOME
2025-06-19,Fuel Purchase at Big Bazaar,9892.0,DEBIT,,,EXPENSE
2025-06-24,Dining Out at Big Bazaar,3840.0,DEBIT,,,EXPENSE
2025-06-19,Transfer to Fixed Deposit,38496.0,DEBIT,,,SAVINGS
2025-06-04,Goal Based Savings Transfer,28985.0,DEBIT,,,SAVINGS
2025-06-17,Electricity Bill Payment,16547.0,DEBIT,,,EXPENSE
2025-06-17,Transfer to Child Plan,37303.0,DEBIT,,,SAVINGS
2025-06-12,LIC Premium Payment,9575.0,DEBIT,,,SAVINGS
2025-06-25,PPF Deposit,40741.0,DEBIT,,,SAVINGS
2025-06-09,Transfer to NPS Account,4335.0,DEBIT,,,SAVINGS
2025-06-11,Consulting payment from ABC Corp,87249.0,CREDIT,,,INCOME
2025-06-03,Investment in ICICI Prudential,24933.0,DEBIT,,,SAVINGS
2025-06-09,Award for best employee,45216.0,CREDIT,,,INCOME
2025-06-14,Grocery Shopping at Indian Oil,19197.0,DEBIT,,,EXPENSE
2025-06-04,Sweep-in to Savings,45793.0,DEBIT,,,SAVINGS
2025-06-23,Recurring Deposit started at HDFC Bank,36294.0,DEBIT,,,SAVINGS
2025-06-23,Refund from Amazon,88192.0,CREDIT,,,INCOME
2025-06-22,Award for best employee,40731.0,CREDIT,,,INCOME
2025-06-27,Transfer to NPS Account,25674.0,DEBIT,,,SAVINGS
2025-06-28,Goal Based Savings Transfer,42327.0,DEBIT,,,SAVINGS
2025-06-22,PPF Deposit,14977.0,DEBIT,,,SAVINGS
2025-06-20,NPS Contribution,46438.0,DEBIT,,,SAVINGS
2025-06-26,POS/AMAZON IN/Online Shopping,1425.0,DEBIT,,,EXPENSE
2025-06-22,ATM Cash Withdrawal,19857.0,DEBIT,,,EXPENSE
2025-06-19,Interest from Savings Account,60556.0,CREDIT,,,INCOME
2025-06-23,Recurring Deposit started at HDFC Bank,5377.0,DEBIT,,,SAVINGS
2025-06-08,Fixed Deposit opened at SBI,45708.0,DEBIT,,,SAVINGS
2025-06-22,Fixed Deposit opened at ICICI Bank,16733.0,DEBIT,,,SAVINGS
2025-06-09,Electricity Bill Payment,18054.0,DEBIT,,,EXPENSE
2025-06-14,POS/AMAZON IN/Online Shopping,11627.0,DEBIT,,,EXPENSE
2025-06-20,Award for best employee,49389.0,CREDIT,,,INCOME
2025-06-06,Refund from Amazon,80872.0,CREDIT,,,INCOME
2025-06-17,Transfer to PPF Account,38452.0,DEBIT,,,SAVINGS
2025-06-06,Dividend from Mutual Fund,96120.0,CREDIT,,,INCOME
2025-06-10,Interest from Savings Account,75013.0,CREDIT,,,INCOME
2025-06-25,Dividend from Mutual Fund,16315.0,CREDIT,,,INCOME
2025-06-22,Grocery Shopping at Big Bazaar,4688.0,DEBIT,,,EXPENSE
2025-06-05,Fuel Purchase at Big Bazaar,2912.0,DEBIT,,,EXPENSE
2025-06-09,UPI payment to Amazon,1357.0,DEBIT,,,EXPENSE
2025-06-07,Transfer to NPS Account,23689.0,DEBIT,,,SAVINGS
2025-06-06,Dining Out at Apollo Pharmacy,15085.0,DEBIT,,,EXPENSE
2025-06-24,UPI payment to Amazon,280.0,DEBIT,,,EXPENSE
2025-06-22,Medical Consultation at Big Bazaar,6052.0,DEBIT,,,EXPENSE
2025-06-06,POS/AMAZON IN/Online Shopping,7707.0,DEBIT,,,EXPENSE
2025-06-24,Consulting payment from XYZ Pvt Ltd,66200.0,CREDIT,,,INCOME
2025-06-21,Interest from Savings Account,63318.0,CREDIT,,,INCOME
2025-06-01,Maturity Proceeds from FD,42396.0,DEBIT,,,SAVINGS
2025-06-13,Closure Proceeds from RD,4662.0,DEBIT,,,SAVINGS
2025-06-27,Gift received from Family,40437.0,CREDIT,,,INCOME
2025-06-21,PPF Deposit,25807.0,DEBIT,,,SAVINGS
2025-06-20,Award for best employee,48412.0,CREDIT,,,INCOME
2025-06-09,Mutual Fund Investment - SBI Magnum,19115.0,DEBIT,,,SAVINGS
2025-06-16,Sweep-in to Savings,30952.0,DEBIT,,,SAVINGS
2025-06-11,Medical Consultation at Apollo Pharmacy,7621.0,DEBIT,,,EXPENSE
2025-06-17,Transfer to Fixed Deposit,16503.0,DEBIT,,,SAVINGS
2025-06-10,Auto Sweep to FD,27388.0,DEBIT,,,SAVINGS
2025-06-08,Gift received from Family,8952.0,CREDIT,,,INCOME
2025-06-22,Investment in ICICI Prudential,43139.0,DEBIT,,,SAVINGS
2025-06-07,Dividend from Mutual Fund,7582.0,CREDIT,,,INCOME
2025-06-21,FD Creation at PNB,18963.0,DEBIT,,,SAVINGS
2025-06-16,Salary credited from XYZ Pvt Ltd,52155.0,CREDIT,,,INCOME
2025-06-03,LIC Premium Payment,43944.0,DEBIT,,,SAVINGS
2025-06-26,LIC Premium Payment,20197.0,DEBIT,,,SAVINGS
2025-06-07,Sweep-in to Savings,48889.0,DEBIT,,,SAVINGS
2025-06-01,Refund from Amazon,38021.0,CREDIT,,,INCOME
2025-06-26,Interest from Savings Account,55743.0,CREDIT,,,INCOME
2025-06-20,Transfer to PPF Account,39755.0,DEBIT,,,SAVINGS
2025-06-25,Consulting payment from TCS,68858.0,CREDIT,,,INCOME
2025-06-28,Dividend from Mutual Fund,89378.0,CREDIT,,,INCOME
2025-06-28,Grocery Shopping at Cafe Coffee Day,3774.0,DEBIT,,,EXPENSE
2025-06-13,Fuel Purchase at Myntra,10355.0,DEBIT,,,EXPENSE
2025-06-26,Gift received from Family,44397.0,CREDIT,,,INCOME
2025-06-07,Grocery Shopping at Apollo Pharmacy,5325.0,DEBIT,,,EXPENSE
2025-06-13,Electricity Bill Payment,17203.0,DEBIT,,,EXPENSE
2025-06-01,Grocery Shopping at Apollo Pharmacy,10129.0,DEBIT,,,EXPENSE
2025-06-10,Dining Out at Cafe Coffee Day,16933.0,DEBIT,,,EXPENSE
2025-06-06,RD Installment at HDFC Bank,13186.0,DEBIT,,,SAVINGS
2025-06-22,Investment in ICICI Prudential,10997.0,DEBIT,,,SAVINGS
2025-06-04,Gift received from Family,24332.0,CREDIT,,,INCOME
2025-06-20,Investment in ICICI Prudential,46644.0,DEBIT,,,SAVINGS
2025-06-15,Consulting payment from ABC Corp,54391.0,CREDIT,,,INCOME
2025-06-02,Investment in ICICI Prudential,18712.0,DEBIT,,,SAVINGS
2025-06-24,Subscription Renewal - Netflix,19772.0,DEBIT,,,EXPENSE
2025-06-25,Electricity Bill Payment,4178.0,DEBIT,,,EXPENSE
2025-06-01,Gift received from Family,67597.0,CREDIT,,,INCOME
2025-06-04,Transfer to Child Plan,9167.0,DEBIT,,,SAVINGS
2025-06-28,Closure Proceeds from PPF,11492.0,DEBIT,,,SAVINGS
2025-06-11,Refund from Amazon,46841.0,CREDIT,,,INCOME
2025-06-01,Transfer to Child Plan,7463.0,DEBIT,,,SAVINGS
2025-06-02,Transfer to Recurring Deposit,15479.0,DEBIT,,,SAVINGS
2025-06-25,ATM Cash Withdrawal,19708.0,DEBIT,,,EXPENSE
2025-06-01,Transfer to Recurring Deposit,5101.0,DEBIT,,,SAVINGS
2025-06-09,Dividend from Mutual Fund,72688.0,CREDIT,,,INCOME
2025-06-14,NPS Contribution,10488.0,DEBIT,,,SAVINGS
2025-06-16,FD Creation at HDFC Bank,2200.0,DEBIT,,,SAVINGS
2025-06-06,PPF Deposit,31620.0,DEBIT,,,SAVINGS
2025-06-23,Sweep-in to Savings,36850.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to Fixed Deposit,14784.0,DEBIT,,,SAVINGS
2025-06-05,Fuel Purchase at Apollo Pharmacy,7517.0,DEBIT,,,EXPENSE
2025-06-03,UPI payment to Cafe Coffee Day,15031.0,DEBIT,,,EXPENSE
2025-06-05,Fuel Purchase at Myntra,17773.0,DEBIT,,,EXPENSE
2025-06-20,Mutual Fund Investment - Axis Bluechip,47879.0,DEBIT,,,SAVINGS
2025-06-16,Credit Card Bill Payment,2466.0,DEBIT,,,EXPENSE
2025-06-02,Grocery Shopping at Flipkart,7316.0,DEBIT,,,EXPENSE
2025-06-15,Medical Consultation at Flipkart,14394.0,DEBIT,,,EXPENSE
2025-06-18,Consulting payment from ABC Corp,72850.0,CREDIT,,,INCOME
2025-06-23,Interest from Savings Account,15758.0,CREDIT,,,INCOME
2025-06-08,Transfer to Child Plan,22014.0,DEBIT,,,SAVINGS
2025-06-27,NPS Contribution,20806.0,DEBIT,,,SAVINGS
2025-06-13,Interest from Savings Account,9770.0,CREDIT,,,INCOME
2025-06-25,Dividend from Mutual Fund,33398.0,CREDIT,,,INCOME
2025-06-13,SIP to HDFC Top 100,14405.0,DEBIT,,,SAVINGS
2025-06-06,Transfer to Fixed Deposit,39811.0,DEBIT,,,SAVINGS
2025-06-17,Sweep-in to Savings,48573.0,DEBIT,,,SAVINGS
2025-06-02,Grocery Shopping at Flipkart,6142.0,DEBIT,,,EXPENSE
2025-06-19,Transfer to Fixed Deposit,15256.0,DEBIT,,,SAVINGS
2025-06-12,Award for best employee,4111.0,CREDIT,,,INCOME
2025-06-15,Medical Consultation at Flipkart,3605.0,DEBIT,,,EXPENSE
2025-06-25,Recurring Deposit started at ICICI Bank,7390.0,DEBIT,,,SAVINGS
2025-06-13,Dividend from Mutual Fund,4314.0,CREDIT,,,INCOME
2025-06-08,Refund from Amazon,73036.0,CREDIT,,,INCOME
2025-06-24,Gift received from Family,5270.0,CREDIT,,,INCOME
2025-06-28,RD Installment at Axis Bank,39752.0,DEBIT,,,SAVINGS
2025-06-27,Subscription Renewal - Netflix,1244.0,DEBIT,,,EXPENSE
2025-06-21,Transfer to Child Plan,8558.0,DEBIT,,,SAVINGS
2025-06-16,Electricity Bill Payment,19503.0,DEBIT,,,EXPENSE
2025-06-05,Closure Proceeds from PPF,6985.0,DEBIT,,,SAVINGS
2025-06-22,Refund from Amazon,10903.0,CREDIT,,,INCOME
2025-06-08,LIC Premium Payment,25856.0,DEBIT,,,SAVINGS
2025-06-11,Auto Sweep to FD,22914.0,DEBIT,,,SAVINGS
2025-06-15,ATM Cash Withdrawal,1354.0,DEBIT,,,EXPENSE
2025-06-27,SIP to ICICI Prudential,43293.0,DEBIT,,,SAVINGS
2025-06-10,PPF Deposit,34783.0,DEBIT,,,SAVINGS
2025-06-10,RD Installment at HDFC Bank,5959.0,DEBIT,,,SAVINGS
2025-06-21,Auto Sweep to FD,23940.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to PPF Account,29293.0,DEBIT,,,SAVINGS
2025-06-26,Closure Proceeds from NPS,12840.0,DEBIT,,,SAVINGS
2025-06-08,Transfer to Fixed Deposit,33464.0,DEBIT,,,SAVINGS
2025-06-06,Dividend from Mutual Fund,98409.0,CREDIT,,,INCOME
2025-06-04,Dividend from Mutual Fund,34430.0,CREDIT,,,INCOME
2025-06-21,Electricity Bill Payment,1241.0,DEBIT,,,EXPENSE
2025-06-17,Dividend from Mutual Fund,66057.0,CREDIT,,,INCOME
2025-06-15,Closure Proceeds from NPS,15204.0,DEBIT,,,SAVINGS
2025-06-21,Refund from Amazon,6067.0,CREDIT,,,INCOME
2025-06-20,Transfer to NPS Account,17813.0,DEBIT,,,SAVINGS
2025-06-15,LIC Premium Payment,28429.0,DEBIT,,,SAVINGS
2025-06-08,Maturity Proceeds from NPS,47815.0,DEBIT,,,SAVINGS
2025-06-06,ATM Cash Withdrawal,3387.0,DEBIT,,,EXPENSE
2025-06-24,POS/AMAZON IN/Online Shopping,2061.0,DEBIT,,,EXPENSE
2025-06-01,Investment in Axis Bluechip,15780.0,DEBIT,,,SAVINGS
2025-06-06,Auto Sweep to FD,25271.0,DEBIT,,,SAVINGS
2025-06-11,Transfer to Recurring Deposit,12894.0,DEBIT,,,SAVINGS
2025-06-09,Dividend from Mutual Fund,80703.0,CREDIT,,,INCOME
2025-06-08,Credit Card Bill Payment,8974.0,DEBIT,,,EXPENSE
2025-06-15,Refund from Amazon,26779.0,CREDIT,,,INCOME
2025-06-04,RD Installment at HDFC Bank,15831.0,DEBIT,,,SAVINGS
2025-06-01,PPF Deposit,6646.0,DEBIT,,,SAVINGS
